timestamp,tweet_text,username,all_hashtags,followers_count
15-04-2020 20:03,b'#Amazon suspends all activity in #France amid virus crisis https://t.co/coxXihZhVE',b'TechXplore_com',"['Amazon', 'France']",11123
,,,,
15-04-2020 20:03,"b'@neilwalkerwrote Thank you, Neil. Have a great day and stay safe.  Suicide bombers have become a renewable resource, but who is buying their souls, and why?  A roller coaster ride of a book. Well-written and full of twists. #Amazon review  UK https://t.co/ejuuEmLbC3  USA https://t.co/r1xs4c5nMh'",b'dmtoft',['Amazon'],23580
,,,,
15-04-2020 20:03,"b""My American friends   We've found a way to rid ourselves of #amazon   NOW IT'S YOUR TURN   https://t.co/PPD2lRE3Fa""",b'DontDenyThe',['amazon'],586
,,,,
15-04-2020 20:00,b'NuWave 3-Qt. Air Fryer for $59.99!! (Retail: $99.99)  #freebies #deals #deal #moneysaver #greatdeal #steals #discount #sale #bargain #bargainhunter #bargainshopper #cheap #bestprice #Amazon  #Deals #giveaway #Deal #ganga   https://t.co/sVyKA5MshH https://t.co/YeTvWZyIfN',b'CoolDealCA',"['freebies', 'deals', 'deal', 'moneysaver', 'greatdeal', 'steals', 'discount', 'sale', 'bargain', 'bargainhunter', 'bargainshopper', 'cheap', 'bestprice', 'Amazon', 'Deals', 'giveaway', 'Deal', 'ganga']",1073
,,,,
15-04-2020 20:00,b'Winix Air Purifier with True HEPA for $152.99!! (Retail: $249.99)  #freebies #deals #deal #moneysaver #greatdeal #steals #discount #sale #bargain #bargainhunter #bargainshopper #cheap #bestprice #Amazon  #Deals #giveaway #Deal #ganga   https://t.co/izeHmhL5XK https://t.co/2b818JP7xC',b'CoolDealCA',"['freebies', 'deals', 'deal', 'moneysaver', 'greatdeal', 'steals', 'discount', 'sale', 'bargain', 'bargainhunter', 'bargainshopper', 'cheap', 'bestprice', 'Amazon', 'Deals', 'giveaway', 'Deal', 'ganga']",1073
,,,,
15-04-2020 20:00,b'FANTASTIC WRITERS -  AMAZING BOOKS - INDIE BOOK SOURCE. https://t.co/USjAKAxPV6   #Books #Authors #IARTG #Reading #Kindle #Amazon #ReadIndie #indieauthors #ian1 #LinkedIn #bookboost @JPCarter47 @jim_yackel  @jonathanmeyer_ @HollowManSeries @TheresaSnyder19 @Tammysdragonfly https://t.co/4ur4YHfDQx',b'rcarter67606',"['Books', 'Authors', 'IARTG', 'Reading', 'Kindle', 'Amazon', 'ReadIndie', 'indieauthors', 'ian1', 'LinkedIn', 'bookboost']",19395
,,,,
15-04-2020 20:00,b'Nature Valley Soft Baked Oatmeal Squares $15.04 https://t.co/bvunFLGdNi at #Amazon https://t.co/ihqEqv5opP',b'dealnarwhal',['Amazon'],11145
,,,,
15-04-2020 20:00,"b'Twist, Turns, Secrets, Lies #booklovers #books #romance #Romance #coffeetime #fantasy #weekendread #bookbloggers #bookstoread #coffee #weekendread #bookbloggers #book #gamedev #Read #greatreads #RomanceBooks #storyteller #fiction #Amazon #writinglife #novels #HistFic #bookboost https://t.co/pJvoAtQVWI'",b'RaelleLogan1',"['booklovers', 'books', 'romance', 'Romance', 'coffeetime', 'fantasy', 'weekendread', 'bookbloggers', 'bookstoread', 'coffee', 'weekendread', 'bookbloggers', 'book', 'gamedev', 'Read', 'greatreads', 'RomanceBooks', 'storyteller', 'fiction', 'Amazon', 'writinglife', 'novels', 'HistFic', 'bookboost']",13438
,,,,
15-04-2020 19:58,b'Check out my list on Amazon https://t.co/L2WQBpirSJ #Amazon',b'DaiDai_TheGoon',['Amazon'],5095
,,,,
15-04-2020 19:58,b'Enter for a chance to win a $100 #Amazon #GiftCard by @DebraKayn  #AllofHisSecrets #NewRelease #BikerRomance #AgeGap  https://t.co/0yffGkiVzY',b'angels_gp',"['Amazon', 'GiftCard', 'AllofHisSecrets', 'NewRelease', 'BikerRomance', 'AgeGap']",2396
,,,,
15-04-2020 19:57,b'Get those Amazon purchases \xf0\x9f\x8e\x81shipped faster for free  One month #free #Amazon Prime trial 6 month \xf0\x9f\x91\x80 free for students click for details https://t.co/vkCEWOmxOz https://t.co/ZZoBAvYUpI',b'CoolDealCA',"['free', 'Amazon']",1073
,,,,
15-04-2020 19:56,b'Ocean TV this week sold the very last Brand-new Humax HB1100S for the fair price of 149euros who says Amazon was the best place to source them #amazon #humax #freesat https://t.co/JckwR30pui',b'oceanpalma',"['amazon', 'humax', 'freesat']",202
,,,,
15-04-2020 19:55,b'And hazard pay?????  #Amazon  #CapitalismKills https://t.co/lUkAAFCrlu',b'Plutocracy1',"['Amazon', 'CapitalismKills']",81
,,,,
15-04-2020 19:54,"b""The #NewNormal tactic being used on workers FORCED out of steady jobs by #COVID19 is to SHAME them during imposed #HouseArrest to take horrible jobs as corporate slaves. As though we're happy to abandon a life's dream of small business to schlep boxes for #Amazon. #IDoNotConsent https://t.co/Oo8VcnzA7o""",b'rileysomething',"['NewNormal', 'COVID19', 'HouseArrest', 'Amazon', 'IDoNotConsent']",886
,,,,
15-04-2020 19:54,"b'99p until the end of the month.   When Ramsey and Bella meet at a masked ball, he\xe2\x80\x99s left holding her mask. But did she leave on her own accord because there\xe2\x80\x99s a wicked mother around. https://t.co/oR5YrnXXL2  #romance #fairytale #Cinderella #novel #amazon #Kindle #kimdleunlimited https://t.co/FnAu1DjpYn'",b'jmralleyauthor',"['romance', 'fairytale', 'Cinderella', 'novel', 'amazon', 'Kindle', 'kimdleunlimited']",2522
,,,,
15-04-2020 19:54,b'#Inventory Management Optimization Methods #TMSmart https://t.co/zRstET2tRe #amazon',b'thestartupmag',"['Inventory', 'TMSmart', 'amazon']",12998
,,,,
15-04-2020 19:53,b'Bengaluru-based digital lender Capital Float announced on Monday it has completed a USD 15 million (Rs 110 crore) equity fund-raise from its existing investors.  #amazon #Bengaluru #CapitalFloat #RibbitCapital #SAIFpartners #SequoiaCapital https://t.co/U5dYAex6DZ https://t.co/LLPWtV4JTJ',b'start_yp',"['amazon', 'Bengaluru', 'CapitalFloat', 'RibbitCapital', 'SAIFpartners', 'SequoiaCapital']",35
,,,,
15-04-2020 19:50,b'Coffee Filters https://t.co/Q9wqhMJTC9 #amazon #coffee-filters',b'ilovesavingsca',"['amazon', 'coffee']",208
,,,,
15-04-2020 19:50,b'Pentagon IG: We Can\xe2\x80\x99t Rule Out White House Influence on JEDI Award  Why can\xe2\x80\x99t they rule it out? Because several officials asserted a \xe2\x80\x9cpresidential communications privilege.\xe2\x80\x9d  Of course they did.  #RuleOfLaw #Ethics #Amazon #Trump  https://t.co/dstpGsBthN',b'rforkish',"['RuleOfLaw', 'Ethics', 'Amazon', 'Trump']",205
,,,,
15-04-2020 19:50,b'Searching for your next book? Check out this list from my Amazon Storefront: Books Ive Read. #AD #Amazon #reading  https://t.co/hEtplUKRy2 https://t.co/9YkdqJ1lkU',b'surlyhousewife',"['AD', 'Amazon', 'reading']",5456
,,,,
15-04-2020 19:50,"b'12in #Apple #Macbook Retina only $659!!! (Retail: $1,299.99)  #freebies #deals #deal #moneysaver #greatdeal #steals #discount #sale #bargain #bargainhunter #bargainshopper #cheap #bestprice #Amazon  #Deals #giveaway #Deal #ganga   https://t.co/Ahh3mtjTG2 https://t.co/T7hioq2b47'",b'CoolDealCA',"['Apple', 'Macbook', 'freebies', 'deals', 'deal', 'moneysaver', 'greatdeal', 'steals', 'discount', 'sale', 'bargain', 'bargainhunter', 'bargainshopper', 'cheap', 'bestprice', 'Amazon', 'Deals', 'giveaway', 'Deal', 'ganga']",1073
,,,,
15-04-2020 19:50,"b""Read @AmazonKindle books on your Windows PC? Turns out you can! Here's how to use your Web browser or find &amp; download the official Kindle Reader app for the PC: https://t.co/qDCbFPfoBC #amazon #kindle #ebooks #windows https://t.co/8AOpypNOIk""",b'DaveTaylor',"['amazon', 'kindle', 'ebooks', 'windows']",15299
,,,,
15-04-2020 19:49,"b'Amazing company inside and out.  Inspired Beauty Brands, Inc. provide quality products with quality people behind it. #targetpath  #onlinestrategy #salesgrowth #amazon https://t.co/HBcOOJbSnP'",b'deenaghazarian',"['targetpath', 'onlinestrategy', 'salesgrowth', 'amazon']",437
,,,,
15-04-2020 19:48,b'#Amazon founder #JeffBezos\xe2\x80\x94the world\xe2\x80\x99s richest man\xe2\x80\x94has added nearly $24 billion to his already massive fortune in 2020 as virus-related lockdowns across the globe have forced people to stay inside and fueled increased e-commerce demand. https://t.co/TtmFiw49ro #COVID19 #USA',b'jftaveira1993',"['Amazon', 'JeffBezos', 'COVID19', 'USA']",1723
,,,,
15-04-2020 19:48,"b""@MsEveWill That's true !! Stick with your bloody #Netflix and #Amazon, let's see if any movie or series left to watch. Latest jokes you can get around 2:30 at Trump daily meeting.""",b'SteveSekhon',"['Netflix', 'Amazon']",148
,,,,
15-04-2020 19:48,b'You boys spoil me if you think I should add something tell me  as I usually Only put stuff on I want lol not what you want to see Check out my list on Amazon https://t.co/kQeknUvXTx #Amazon',b'Mrskamofficial',['Amazon'],695
,,,,
15-04-2020 19:48,"b'#Chollo #Amazon Under Armour Playoff 2.0 Polo, Hombre, Azul (Coded Blue/Boho Blue/Pitch Gray 451), XXL  Precio oferta: 30,51      \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87 \xf0\x9f\x91\x89 https://t.co/LNNNrjuCdx https://t.co/rNHmBSR2kc'",b'chollosyoferta',"['Chollo', 'Amazon']",1264
,,,,
15-04-2020 19:46,b'Please be careful when ordering off of #Amazon right now. The driver just took a picture of the package on my doorstep and then walked off with the package. They have discontinued costumer service by phone due to #COVID19 and their chat service reps keep disconnecting.',b'JoshNiehaus',"['Amazon', 'COVID19']",163
,,,,
